X,Y,address,parcel_id,demolition_date,council_district,neighborhood,emergency_demo,street_number,street_direction,street_name,street_type,block_range,property_longitude,property_latitude,ObjectId
-83.225869,42.360827,9092 Artesian,22084356,2018,7,Franklin Park,No,9092,,ARTESIAN,St,9000-9199 Artesian St,-83.225869,42.360827,1661
-82.999657,42.376675,4508 Holcomb,19008248,2018,5,Gratiot Woods,No,4508,,HOLCOMB,St,4300-4549 Holcomb St,-82.999657,42.376675,1809
-83.01136,42.382453,5475 Seneca,17006926,2018,5,Pingree Park,No,5475,,SENECA,St,5300-5699 Seneca St,-83.01136,42.382453,2473
-83.02145,42.43237,8142 E Hollywood,17004763,2018,3,Mount Olivet,Yes,8142,E,HOLLYWOOD,St,8000-8199 E Hollywood St,-83.02145,42.43237,5447
-83.223526,42.344787,7297 Brace,22081261,2018,7,Warrendale,No,7297,,BRACE,St,7200-7599 Brace St,-83.223526,42.344787,6954
-82.950858,42.424362,11640 Wayburn,21063643,2018,4,Denby,No,11640,,WAYBURN,St,11600-11799 Wayburn St,-82.950858,42.424362,9258
-83.203144,42.371006,11360 Mansfield,22057061,2018,7,Joy Community,No,11360,,MANSFIELD,St,11300-11599 Mansfield St,-83.203144,42.371006,13189
-83.010552,42.382293,5444 Seneca,17006737,2018,5,Pingree Park,No,5444,,SENECA,St,5300-5699 Seneca St,-83.010552,42.382293,14914
-83.220776,42.371107,11393 Penrod,22078031,2018,7,Franklin Park,No,11393,,PENROD,St,11300-11599 Penrod St,-83.220776,42.371107,14949
-82.991986,42.361236,8752 Kercheval,19000247,2018,5,East Village,No,8752,,KERCHEVAL,St,8700-8799 Kercheval St,-82.991986,42.361236,18212
-83.223537,42.345075,7319 Brace,22081258,2018,7,Warrendale,No,7319,,BRACE,St,7200-7599 Brace St,-83.223537,42.345075,19212
-83.223551,42.345459,7347 Brace,22081254,2018,7,Warrendale,No,7347,,BRACE,St,7200-7599 Brace St,-83.223551,42.345459,21140
-82.951622,42.424426,11627 Wayburn,21063713.01,2018,4,Denby,No,11627,,WAYBURN,St,11600-11799 Wayburn St,-82.951622,42.424426,21623
-83.144832,42.361847,9074 Bryden,16024547,2018,6,Midwest,No,9074,,BRYDEN,St,9000-9299 Bryden St,-83.144832,42.361847,24409
-83.144828,42.361765,9070 Bryden,16024546,2018,6,Midwest,No,9070,,BRYDEN,St,9000-9299 Bryden St,-83.144828,42.361765,24412
-83.093761,42.444962,20408 Cameron,9021925,2018,3,Nolan,No,20408,,CAMERON,St,0-20560 Cameron St,-83.093761,42.444962,25146
-83.245318,42.359751,9036 Burt Rd,22107352,2018,7,Franklin Park,No,9036,,BURT RD,Rd,9000-9199 Burt Rd,-83.245318,42.359751,517
-82.947411,42.374321,1162 Newport,21053716,2018,4,Riverbend,Yes,1162,,NEWPORT,St,1000-2099 Newport St,-82.947411,42.374321,1383
-83.233226,42.363857,9362 Auburn,22092329,2018,7,Franklin Park,No,9362,,AUBURN,St,9300-9499 Auburn St,-83.233226,42.363857,1555
-83.082445,42.39361,324 Englewood,1003515,2018,5,Gateway Community,No,324,,ENGLEWOOD,St,200-499 Englewood St,-83.082445,42.39361,3854
-83.234016,42.366122,9593 Auburn,22092790,2018,7,Franklin Park,No,9593,,AUBURN,St,9500-9899 Auburn St,-83.234016,42.366122,7337
-82.951479,42.424612,11645 Wayburn,21063713.01,2018,4,Denby,No,11645,,WAYBURN,St,11600-11799 Wayburn St,-82.951479,42.424612,9073
-83.145409,42.361175,9027 Bryden,16024737,2018,6,Midwest,No,9027,,BRYDEN,St,9000-9299 Bryden St,-83.145409,42.361175,9721
-83.245401,42.361058,9200 Burt Rd,22107364,2018,7,Franklin Park,No,9200,,BURT RD,Rd,9200-9299 Burt Rd,-83.245401,42.361058,13973
-83.073211,42.38466,602 Josephine,3002450,2018,5,North End,No,602,,JOSEPHINE,St,500-901 Josephine St,-83.073211,42.38466,16016
-83.122965,42.407362,15633 Inverness,8009898,2018,2,Pilgrim Village,Yes,15633,,INVERNESS,St,15500-15799 Inverness St,-83.122965,42.407362,17310
-83.145418,42.361422,9045 Bryden,16024734,2018,6,Midwest,No,9045,,BRYDEN,St,9000-9299 Bryden St,-83.145418,42.361422,21267
-83.220161,42.349867,7805 Penrod,22078160,2018,7,Warrendale,No,7805,,PENROD,St,7600-7999 Penrod St,-83.220161,42.349867,21374
-82.949994,42.425485,11734 Wayburn,21063646.004L,2018,4,Denby,No,11734,,WAYBURN,St,11600-11799 Wayburn St,-82.949994,42.425485,22151
-83.143308,42.363528,9195 Prairie,16023517,2018,6,Midwest,No,9195,,PRAIRIE,St,9000-9299 Prairie St,-83.143308,42.363528,24312
-83.244136,42.359916,9048 Pierson,22106235,2018,7,Franklin Park,No,9048,,PIERSON,St,9000-9199 Pierson St,-83.244136,42.359916,522
-83.245306,42.373089,11715 Pierson,22107119.02,2018,7,Weatherby,No,11715,,PIERSON,St,11700-11847 Pierson St,-83.245306,42.373089,1122
-82.997936,42.373364,3883 Holcomb,19008719,2018,5,Gratiot Woods,No,3883,,HOLCOMB,St,3700-4099 Holcomb St,-82.997936,42.373364,1804
-83.013901,42.374457,4796 Baldwin,17011289,2018,5,Gratiot-Grand,No,4796,,BALDWIN,St,4700-4999 Baldwin St,-83.013901,42.374457,3237
-83.245332,42.373493,11745 Pierson,22107119.02,2018,7,Weatherby,No,11745,,PIERSON,St,11700-11847 Pierson St,-83.245332,42.373493,5352
-83.225506,42.366049,9575 Stahelin,22083828,2018,7,Franklin Park,No,9575,,STAHELIN,Ave,9500-9899 Stahelin Ave,-83.225506,42.366049,5837
-83.221867,42.348969,7740 Greenview,22079632,2018,7,Warrendale,No,7740,,GREENVIEW,Ave,7600-7999 Greenview Ave,-83.221867,42.348969,6068
-83.143286,42.363034,9159 Prairie,16023523,2018,6,Midwest,No,9159,,PRAIRIE,St,9000-9299 Prairie St,-83.143286,42.363034,9584
-83.143283,42.362952,9153 Prairie,16023524,2018,6,Midwest,No,9153,,PRAIRIE,St,9000-9299 Prairie St,-83.143283,42.362952,9590
-83.143258,42.362376,9111 Prairie,16023531,2018,6,Midwest,No,9111,,PRAIRIE,St,9000-9299 Prairie St,-83.143258,42.362376,9596
-83.144967,42.365114,9386 Bryden,16024585,2018,6,Midwest,No,9386,,BRYDEN,St,9300-9431 Bryden St,-83.144967,42.365114,9641
-83.205512,42.369573,10030 Mettetal,22059730,2018,7,Joy Community,No,10030,,METTETAL,St,9900-11299 Mettetal St,-83.205512,42.369573,11873
-83.000958,42.379287,4781 Belvidere,19007841,2018,5,Gratiot Woods,No,4781,,BELVIDERE,St,4700-4899 Belvidere St,-83.000958,42.379287,13939
-83.009137,42.38285,5445 Fischer,17005832,2018,5,Gratiot Woods,No,5445,,FISCHER,St,5300-5699 Fischer St,-83.009137,42.38285,14050
-83.078322,42.385218,251 Leicester Ct,1003028,2018,5,North End,No,251,,LEICESTER CT,Ct,200-499 Leicester Ct,-83.078322,42.385218,14095
-83.004246,42.369126,3685 Seminole,17008143,2018,5,Pingree Park,No,3685,,SEMINOLE,St,3600-4099 Seminole St,-83.004246,42.369126,14878
-83.069234,42.378767,615 Mt Vernon,3002100,2018,5,North End,No,615,,MT VERNON,St,600-899 Mount Vernon St,-83.069234,42.378767,16905
-83.022766,42.432746,8071 E Hollywood,17004786,2018,3,Mount Olivet,Yes,8071,E,HOLLYWOOD,St,8000-8199 E Hollywood St,-83.022766,42.432746,18281
-83.223644,42.347997,7669 Brace,22081236,2018,7,Warrendale,No,7669,,BRACE,St,7600-7999 Brace St,-83.223644,42.347997,19195
-83.144804,42.361189,9026 Bryden,16024539,2018,6,Midwest,No,9026,,BRYDEN,St,9000-9299 Bryden St,-83.144804,42.361189,21278
-83.223634,42.347685,7647 Brace,22081239,2018,7,Warrendale,No,7647,,BRACE,St,7600-7999 Brace St,-83.223634,42.347685,21766
-83.048355,42.421086,17240 Bloom,13015150-1,2018,3,Davison,No,17240,,BLOOM,St,17200-17307 Bloom St,-83.048355,42.421086,22443
-83.048792,42.430306,18626 Bloom,13015194,2018,3,Krainz Woods,No,18626,,BLOOM,St,18600-18799 Bloom St,-83.048792,42.430306,22952
-83.168868,42.368766,9910 Appoline,22020863.002L,2018,7,Barton-McFarland,No,9910,,APPOLINE,,9500-11299 Appoline,-83.168868,42.368766,23089
-83.142661,42.362716,9134 Prairie,16022516,2018,6,Midwest,No,9134,,PRAIRIE,St,9000-9299 Prairie St,-83.142661,42.362716,24031
-83.143266,42.362541,9121 Prairie,16023529,2018,6,Midwest,No,9121,,PRAIRIE,St,9000-9299 Prairie St,-83.143266,42.362541,24032
-83.17032,42.375094,11730 Steel,22022152,2018,7,Pride Area Community,No,11730,,STEEL,St,11600-11999 Steel St,-83.17032,42.375094,24088
-83.20555,42.370408,11320 Mettetal,22059736,2018,7,Joy Community,No,11320,,METTETAL,St,11300-11599 Mettetal St,-83.20555,42.370408,810
-83.00924876,42.36675162,3657 Baldwin,17011609,2018,5,Gratiot-Grand,No,3657,,Baldwin,St,3600-3870 Baldwin St,-83.00924876,42.36675162,1593
-83.245578,42.374665,20801 N Pierson Ct,22107119.01,2018,7,Weatherby,No,20801,N,PIERSON CT,Ct,11701-20849 N Pierson Ct,-83.245578,42.374665,5437
-83.244853,42.359792,9041 Pierson,22107206,2018,7,Franklin Park,No,9041,,PIERSON,St,9000-9199 Pierson St,-83.244853,42.359792,6299
-83.145456,42.36241,9117 Bryden,16024722,2018,6,Midwest,No,9117,,BRYDEN,St,9000-9299 Bryden St,-83.145456,42.36241,9690
-83.010023,42.374914,8120 Willard,17000615,2018,5,Gratiot-Grand,No,8120,,WILLARD,St,8100-8199 Willard St,-83.010023,42.374914,10707
-82.949711,42.372112,1074 Coplin,21051237,2018,4,Riverbend,Yes,1074,,COPLIN,St,1000-2099 Coplin St,-82.949711,42.372112,14911
-83.146277,42.341874,6580 Mather,18013709,2018,6,Claytown,No,6580,,MATHER,St,6500-6611 Mather St,-83.146277,42.341874,17367
-83.22411,42.346025,7388 Stahelin,22082803,2018,7,Warrendale,No,7388,,STAHELIN,Ave,7200-7599 Stahelin Ave,-83.22411,42.346025,18247
-83.244841,42.359545,9023 Pierson,22107209,2018,7,Franklin Park,No,9023,,PIERSON,St,9000-9199 Pierson St,-83.244841,42.359545,19498
-83.145434,42.398197,14802 San Juan,16025423,2018,7,Chalfonte,Yes,14802,,SAN JUAN,Dr,14800-14999 San Juan Dr,-83.145434,42.398197,21844
-83.224134,42.346728,18741 Sawyer,22000958-9,2018,7,Warrendale,No,18741,,SAWYER,St,18700-18899 Sawyer St,-83.224134,42.346728,542
-83.235299,42.369856,11321 Plainview,22094604,2018,7,Franklin Park,No,11321,,PLAINVIEW,Ave,11300-11599 Plainview Ave,-83.235299,42.369856,1180
-83.02939,42.434386,19130 Rogge,15006492,2018,3,Nortown,No,19130,,ROGGE,St,19100-19299 Rogge St,-83.02939,42.434386,1379
-83.010087,42.378173,5070 Seminole,17007742,2018,5,Pingree Park,No,5070,,SEMINOLE,St,5000-5299 Seminole St,-83.010087,42.378173,1873
-83.007885,42.383804,5474 Crane,19009846,2018,5,Gratiot Woods,No,5474,,CRANE,St,5300-5699 Crane St,-83.007885,42.383804,2695
-83.008201,42.383219,5445 Crane,19010083,2018,5,Gratiot Woods,No,5445,,CRANE,St,5300-5699 Crane St,-83.008201,42.383219,2977
-83.013126,42.370142,4085 Townsend,17012348,2018,5,Gratiot-Grand,No,4085,,TOWNSEND,St,3900-4399 Townsend St,-83.013126,42.370142,3170
-82.999204,42.376087,4286 Holcomb,19008241,2018,5,Gratiot Woods,Yes,4286,,HOLCOMB,St,4100-4399 Holcomb St,-82.999204,42.376087,3712
-83.112717,42.389841,2245 Sturtevant,8003992,2018,5,Dexter-Linwood,Yes,2245,,STURTEVANT,St,2200-2399 Sturtevant St,-83.112717,42.389841,6276
-83.057922,42.432605,18885 Eureka,13018615,2018,3,Krainz Woods,No,18885,,EUREKA,St,18800-19099 Eureka St,-83.057922,42.432605,8742
-83.12482,42.382039,3359 Monterey,12003692,2018,5,Dexter-Linwood,Yes,3359,,MONTEREY,St,3200-3699 Monterey St,-83.12482,42.382039,9476
-83.144883,42.363082,9166 Bryden,16024562,2018,6,Midwest,No,9166,,BRYDEN,St,9000-9299 Bryden St,-83.144883,42.363082,10545
-83.235294,42.369746,11311 Plainview,22094605,2018,7,Franklin Park,No,11311,,PLAINVIEW,Ave,11300-11599 Plainview Ave,-83.235294,42.369746,14213
-83.245402,42.375735,12123 Pierson,22107117,2018,7,Weatherby,No,12123,,PIERSON,St,11848-12199 Pierson St,-83.245402,42.375735,14440
-83.244528,42.372502,20737 S Pierson Ct,22107119.03,2018,7,Weatherby,No,20737,S,PIERSON CT,Ct,11700-20801 S Pierson Ct,-83.244528,42.372502,14508
-83.006076,42.380271,5103 Crane,19010121,2018,5,Gratiot Woods,No,5103,,CRANE,St,5000-5299 Crane St,-83.006076,42.380271,14946
-83.145729,42.341711,6533 Central,18009981,2018,6,Claytown,No,6533,,CENTRAL,St,6500-6899 Central St,-83.145729,42.341711,17259
-83.146032,42.340688,7757 Radcliffe,20009938,2018,6,Claytown,No,7757,,RADCLIFFE,St,7700-7899 Radcliffe St,-83.146032,42.340688,17586
-83.145931,42.340728,7751 Radcliffe,20009937,2018,6,Claytown,No,7751,,RADCLIFFE,St,7700-7899 Radcliffe St,-83.145931,42.340728,17587
-83.073492,42.384052,581 Holbrook,3002429,2018,5,North End,No,581,,HOLBROOK,St,447-898 Holbrook St,-83.073492,42.384052,17886
-83.145833,42.340767,7745 Radcliffe,20009936,2018,6,Claytown,No,7745,,RADCLIFFE,St,7700-7899 Radcliffe St,-83.145833,42.340767,18169
-83.225321,42.345154,7326 Artesian,22084225,2018,7,Warrendale,No,7326,,ARTESIAN,St,7200-7599 Artesian St,-83.225321,42.345154,22921
-83.145545,42.364198,9321 Bryden,16024702,2018,6,Midwest,No,9321,,BRYDEN,St,9300-9431 Bryden St,-83.145545,42.364198,24373
-83.074734,42.385587,561 Owen,3002514,2018,5,North End,No,561,,OWEN,St,500-899 Owen St,-83.074734,42.385587,3008
-83.014115,42.376738,5078 Seyburn,17010773,2018,5,Gratiot-Grand,No,5078,,SEYBURN,St,5000-5158 Seyburn St,-83.014115,42.376738,3112
-83.013635,42.37493,4825 Seyburn,17010816,2018,5,Gratiot-Grand,No,4825,,SEYBURN,St,4700-4999 Seyburn St,-83.013635,42.37493,3226
-83.14711,42.340263,7939 Radcliffe,20009949,2018,6,Claytown,No,7939,,RADCLIFFE,St,7900-7987 Radcliffe St,-83.14711,42.340263,5869
-83.225581,42.368535,9983 Stahelin,22083807,2018,7,Franklin Park,No,9983,,STAHELIN,Ave,9900-11299 Stahelin Ave,-83.225581,42.368535,5897
-83.239555,42.347854,7675 Stout,22102139,2018,7,Warrendale,No,7675,,STOUT,St,7600-7999 Stout St,-83.239555,42.347854,7120
-83.239975,42.346586,7446 Fielding,22102213,2018,7,Warrendale,No,7446,,FIELDING,St,7200-7599 Fielding St,-83.239975,42.346586,8649
-83.145373,42.360232,8869 Bryden,16024748,2018,6,Midwest,No,8869,,BRYDEN,St,8800-8999 Bryden St,-83.145373,42.360232,10565
-83.025579,42.434781,19155 Stotter,15005893,2018,3,Nortown,No,19155,,STOTTER,St,19100-19299 Stotter St,-83.025579,42.434781,13618
-83.025584,42.434883,19165 Stotter,15005892,2018,3,Nortown,No,19165,,STOTTER,St,19100-19299 Stotter St,-83.025584,42.434883,13623
-83.013224,42.375443,4848 Seyburn,17010758,2018,5,Gratiot-Grand,No,4848,,SEYBURN,St,4700-4999 Seyburn St,-83.013224,42.375443,13895
-83.147436,42.340702,6524 Mcdonald,18013735,2018,6,Claytown,No,6524,,MCDONALD,St,6500-6899 McDonald St,-83.147436,42.340702,17165
-83.222758,42.350783,18620 Tireman,22001768-9,2018,7,Warrendale,No,18620,,TIREMAN,St,18600-18699 Tireman St,-83.222758,42.350783,17566
-82.999748,42.377562,4567 Belvidere,19007857,2018,5,Gratiot Woods,Yes,4567,,BELVIDERE,St,4500-4699 Belvidere St,-82.999748,42.377562,20009
-83.005348,42.36231,2915 Seyburn,17010931-2,2018,5,Islandview,No,2915,,SEYBURN,St,2900-3399 Seyburn St,-83.005348,42.36231,21443
-83.001508,42.376558,8866 Yates,19001197,2018,5,Gratiot Woods,Yes,8866,,YATES,St,8800-8899 Yates St,-83.001508,42.376558,2763
-83.012849,42.373749,4727 Seyburn,17010832,2018,5,Gratiot-Grand,No,4727,,SEYBURN,St,4700-4999 Seyburn St,-83.012849,42.373749,3117
-83.148401,42.341106,6572 Sanger,18013823,2018,6,Claytown,No,6572,,SANGER,Ave,6500-6899 Sanger Ave,-83.148401,42.341106,5267
-83.01209,42.377459,5074 Parker,17008881,2018,5,Gratiot-Grand,Yes,5074,,PARKER,St,5000-5199 Parker St,-83.01209,42.377459,6657
-83.23892,42.348925,7752 Stout,22100976,2018,7,Warrendale,No,7752,,STOUT,St,7600-7999 Stout St,-83.23892,42.348925,8880
-83.143233,42.3618,9069 Prairie,16023538,2018,6,Midwest,No,9069,,PRAIRIE,St,9000-9299 Prairie St,-83.143233,42.3618,9605
-83.013585,42.374856,4817 Seyburn,17010817,2018,5,Gratiot-Grand,No,4817,,SEYBURN,St,4700-4999 Seyburn St,-83.013585,42.374856,15251
-83.046284,42.434019,19129 Syracuse,13013844,2018,3,Farwell,No,19129,,SYRACUSE,St,19100-19299 Syracuse St,-83.046284,42.434019,16036
-83.238345,42.347498,7647 Heyden,22099969,2018,7,Warrendale,No,7647,,HEYDEN,St,7600-7999 Heyden St,-83.238345,42.347498,20293
-83.046287,42.434143,19141 Syracuse,13013842-3,2018,3,Farwell,No,19141,,SYRACUSE,St,19100-19299 Syracuse St,-83.046287,42.434143,20554
-83.009153,42.363679,3414 Sheridan,17012747,2018,5,Islandview,No,3414,,SHERIDAN,St,3400-3599 Sheridan St,-83.009153,42.363679,21926
-83.145336,42.359492,8815 Bryden,16024757,2018,6,Midwest,No,8815,,BRYDEN,St,8800-8999 Bryden St,-83.145336,42.359492,24336
-83.148518,42.340245,6500 Sanger,18013813,2018,6,Claytown,No,6500,,SANGER,Ave,6500-6899 Sanger Ave,-83.148518,42.340245,24695
-82.967292,42.393478,5058 Dickerson,21049111,2018,4,Chandler Park,No,5058,,DICKERSON,St,5000-5199 Dickerson St,-82.967292,42.393478,1779
-83.01094,42.381873,5427 Seneca,17006934,2018,5,Pingree Park,No,5427,,SENECA,St,5300-5699 Seneca St,-83.01094,42.381873,2431
-83.004067,42.377512,4749 Crane,19010157,2018,5,Gratiot Woods,No,4749,,CRANE,St,4700-4999 Crane St,-83.004067,42.377512,2494
-83.114311,42.325528,3146 Military,16015992,2018,6,Central Southwest,No,3146,,MILITARY,St,3100-3199 Military St,-83.114311,42.325528,3994
-83.236689,42.354042,8400 Vaughan,22097401,2018,7,Warrendale,No,8400,,VAUGHAN,St,8400-8599 Vaughan St,-83.236689,42.354042,5900
-83.142669,42.339865,6012 Florida,18012963,2018,6,Claytown,No,6012,,FLORIDA,St,6000-6499 Florida St,-83.142669,42.339865,6251
-83.095417,42.356269,2527 Mcgraw,10006873,2018,5,NW Goldberg,No,2527,,MCGRAW,St,2500-2599 McGraw St,-83.095417,42.356269,7642
-83.109785,42.329372,3414 Junction,16012964,2018,6,Central Southwest,No,3414,,JUNCTION,St,3400-3499 Junction St,-83.109785,42.329372,7992
-83.143206,42.361168,9021 Prairie,16023546,2018,6,Midwest,No,9021,,PRAIRIE,St,9000-9299 Prairie St,-83.143206,42.361168,9614
-83.145913,42.361411,9046 Central,16024906,2018,6,Midwest,No,9046,,CENTRAL,St,8800-9049 Central St,-83.145913,42.361411,10732
-83.145014,42.339287,7757 Smart,20009618,2018,6,Claytown,No,7757,,SMART,St,7700-7999 Smart St,-83.145014,42.339287,12771
-83.020796,42.371137,4735 Canton,15010371,2018,5,Gratiot Town/Kettering,No,4735,,CANTON,St,4700-4849 Canton St,-83.020796,42.371137,14104
-83.237269,42.351573,8083 Vaughan,22098590.02,2018,7,Warrendale,No,8083,,VAUGHAN,St,8000-8199 Vaughan St,-83.237269,42.351573,17642
-83.237284,42.351882,8105 Vaughan,22098590.02,2018,7,Warrendale,No,8105,,VAUGHAN,St,8000-8199 Vaughan St,-83.237284,42.351882,17655
-83.142599,42.339769,6006 Florida,18012962,2018,6,Claytown,No,6006,,FLORIDA,St,6000-6499 Florida St,-83.142599,42.339769,20290
-82.987157,42.433321,18912 Hickory,21030264,2018,3,Franklin,Yes,18912,,HICKORY,St,18900-19099 Hickory St,-82.987157,42.433321,20618
-83.144328,42.339558,7715 Smart,20009611,2018,6,Claytown,No,7715,,SMART,St,7700-7999 Smart St,-83.144328,42.339558,21696
-83.145917,42.361493,9050 Central,16024907,2018,6,Midwest,No,9050,,CENTRAL,St,9000-9299 Central St,-83.145917,42.361493,23689
-83.142622,42.361811,9068 Prairie,16022505,2018,6,Midwest,No,9068,,PRAIRIE,St,9000-9299 Prairie St,-83.142622,42.361811,23997
-83.107419,42.353279,3740 Eastern Pl,12009918,2018,5,Midwest,No,3740,,EASTERN PL,Pl,3700-3801 Eastern Pl,-83.107419,42.353279,24184
-82.994535,42.435281,19134 Waltham,21032645,2018,3,Pulaski,No,19134,,WALTHAM,St,19100-19299 Waltham St,-82.994535,42.435281,24775
-82.971311,42.401237,6100 Lenox,21049879,2018,4,Chandler Park,No,6100,,LENOX,St,6100-6133 Lenox St,-82.971311,42.401237,1204
-83.236794,42.356935,8686 Vaughan,22097429,2018,7,Warrendale,No,8686,,VAUGHAN,St,8600-8799 Vaughan St,-83.236794,42.356935,2830
-83.099185,42.388247,1210 Burlingame,6003115,2018,5,Gateway Community,Yes,1210,,BURLINGAME,St,1100-1399 Burlingame St,-83.099185,42.388247,3685
-83.110798,42.347106,5374 Bangor,14010495-7,2018,6,Midwest,No,5374,,BANGOR,St,5374-5399 Bangor St,-83.110798,42.347106,5082
-83.236741,42.355482,8508 Vaughan,22097416,2018,7,Warrendale,No,8508,,VAUGHAN,St,8400-8599 Vaughan St,-83.236741,42.355482,5241
-83.147226,42.338985,8022 Smart,20009763,2018,6,Claytown,No,8022,,SMART,St,8000-8299 Smart St,-83.147226,42.338985,5756
-83.147325,42.338946,8028 Smart,20009762,2018,6,Claytown,No,8028,,SMART,St,8000-8299 Smart St,-83.147325,42.338946,5761
-83.1415,42.338245,5862 Florida,18012943,2018,6,Claytown,No,5862,,FLORIDA,St,5800-5999 Florida St,-83.1415,42.338245,7008
-83.111389,42.329711,5638 Kopernick,16001555,2018,6,Central Southwest,No,5638,,KOPERNICK,St,5600-5699 Kopernick St,-83.111389,42.329711,7492
-83.09376,42.351284,5285 Linwood,10007798,2018,5,Woodbridge,No,5285,,LINWOOD,St,5200-5399 Linwood St,-83.09376,42.351284,7592
-82.959238,42.438511,15677 Coram,21022161,2018,3,Regent Park,No,15677,,CORAM,St,15600-15799 Coram St,-82.959238,42.438511,7873
-83.140956,42.360162,8855 Monica,16022116,2018,6,Midwest,No,8855,,MONICA,St,8800-8999 Monica St,-83.140956,42.360162,9599
-83.14368,42.360967,9008 American,16023705,2018,6,Midwest,No,9008,,AMERICAN,St,9000-9299 American St,-83.14368,42.360967,9665
-83.013096,42.360497,2980 Canton,15010006,2018,5,Islandview,No,2980,,CANTON,St,2900-3099 Canton St,-83.013096,42.360497,9712
-83.283246,42.426025,18655 Fenton,22123747,2018,1,The Eye,Yes,18655,,FENTON,St,18600-18899 Fenton St,-83.283246,42.426025,10834
-83.145836,42.359565,8820 Central,16024885,2018,6,Midwest,No,8820,,CENTRAL,St,8800-9049 Central St,-83.145836,42.359565,12267
-82.964222,42.402013,5922 Lakewood,21054715,2018,4,Chandler Park-Chalmers,No,5922,,LAKEWOOD,St,5900-6099 Lakewood St,-82.964222,42.402013,15364
-82.985374,42.395125,5870 Gunston,21036389,2018,4,Chandler Park,No,5870,,GUNSTON,Ave,4838-5999 Gunston Ave,-82.985374,42.395125,15708
-83.237925,42.354568,8444 Heyden,22098875,2018,7,Warrendale,No,8444,,HEYDEN,St,8400-8599 Heyden St,-83.237925,42.354568,19799
-83.087316,42.342655,4207 17th St,10006973,2018,6,Core City,No,4207,,17TH ST,St,4200-4399 17th St,-83.087316,42.342655,23339
-82.97007,42.400097,5931 Drexel,21050754,2018,4,Chandler Park,No,5931,,DREXEL,St,5900-6016 Drexel St,-82.97007,42.400097,1814
-83.082489,42.39463,356 Woodland,1003597,2018,5,Gateway Community,No,356,,WOODLAND,St,200-499 Woodland St,-83.082489,42.39463,3745
-83.238688,42.356754,8675 Heyden,22099945,2018,7,Warrendale,No,8675,,HEYDEN,St,8600-8799 Heyden St,-83.238688,42.356754,5807
-83.011772,42.359271,2565 Helen,15009795,2018,5,Islandview,No,2565,,HELEN,St,2400-2899 Helen St,-83.011772,42.359271,10362
-83.077537,42.391921,627 Belmont,3002743,2018,5,Gateway Community,No,627,,BELMONT,St,500-661 Belmont St,-83.077537,42.391921,15695
-82.966293,42.393835,5058 LENOX,21049821,2018,4,Chandler Park,No,5058,,LENOX,St,5000-5199 Lenox St,-82.966293,42.393835,16317
-83.238654,42.355541,8515 Heyden,22099945.01,2018,7,Warrendale,No,8515,,HEYDEN,St,8400-8599 Heyden St,-83.238654,42.355541,18900
-83.05512,42.434085,19151 Lamont,13017530,2018,3,Farwell,No,19151,,LAMONT,St,19100-19299 Lamont St,-83.05512,42.434085,19553
-82.927097,42.411772,5532 Neff,21076202.01,2018,4,Cornerstone Village,No,5532,,NEFF,Ave,5500-5675 Neff Ave,-82.927097,42.411772,25447
-82.980686,42.395912,12113 Olga,21003334,2018,4,Chandler Park,No,12113,,OLGA,St,12062-12151 Olga St,-82.980686,42.395912,1937
-83.096173,42.359404,6183 16th St,10006234,2018,5,NW Goldberg,No,6183,,16TH ST,St,6100-6499 16th St,-83.096173,42.359404,2347
-83.123109,42.337492,5026 Military,16016086,2018,6,Chadsey Condon,Yes,5026,,MILITARY,St,5000-5129 Military St,-83.123109,42.337492,3248
-83.109171,42.349,3916 Mcgraw,14001431,2018,5,Midwest,No,3916,,MCGRAW,St,3912-3999 McGraw St,-83.109171,42.349,9325
-83.126857,42.355053,5373 Oregon,16002683,2018,6,Midwest,Yes,5373,,OREGON,St,5200-5499 Oregon St,-83.126857,42.355053,10634
-83.011527,42.35509,2151 Concord,15011734,2018,5,Islandview,No,2151,,CONCORD,St,2100-2399 Concord St,-83.011527,42.35509,10758
-83.039077,42.357631,2131 Leland,9001997,2018,5,McDougall-Hunt,No,2131,,LELAND,St,2100-2199 Leland St,-83.039077,42.357631,13405
-83.079846,42.39563,638 Woodland,3002937,2018,5,Gateway Community,No,638,,WOODLAND,St,500-899 Woodland St,-83.079846,42.39563,15979
-83.081177,42.39469,545 Englewood,3002914,2018,5,Gateway Community,No,545,,ENGLEWOOD,St,500-667 Englewood St,-83.081177,42.39469,16274
-83.081474,42.394578,527 Englewood,3002911,2018,5,Gateway Community,No,527,,ENGLEWOOD,St,500-667 Englewood St,-83.081474,42.394578,16393
-83.098732,42.340532,3535 Buchanan,12009288,2018,6,Chadsey Condon,Yes,3535,,BUCHANAN,St,3500-3599 Buchanan St,-83.098732,42.340532,18252
-83.130095,42.329218,4328 Parkinson,18011572,2018,6,Claytown,No,4328,,PARKINSON,St,4300-4499 Parkinson St,-83.130095,42.329218,19190
-83.123057,42.337419,5020 Military,16016085,2018,6,Chadsey Condon,Yes,5020,,MILITARY,St,5000-5129 Military St,-83.123057,42.337419,19322
-83.146937,42.403349,15346 Tuller,16026799,2018,2,Fitzgerald/Marygrove,Yes,15346,,TULLER,St,15300-15399 Tuller St,-83.146937,42.403349,20344
